Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,1110,,,74892.581941,1385073944.3820527,5.407117955309826e-05
,,8129,,,15550.08648236,289488118.4906963,5.371580209727936e-05
,,4922,,,15678.16226,458072696.15361804,3.4226362740341576e-05
,,4921,,,45162.91971,1852403754.3527641,2.4380710524839157e-05
,,1120,,,3096.9408501199996,1084439669.9480765,2.8557981932441504e-06
,,1142,,,0.0,15841851.279288417,0.0
,,GFE,,,0.0,0.0,0.0
,,GSLE,,,0.0,0.0,0.0
,,1133,,,0.0,217642858.25849324,0.0
,,1132,,,0.0,10411750.490125218,0.0
,,8141,,,0.0,0.0,0.0
,,1141,,,0.0,30434157.20253322,0.0
,,1131,,,0.0,10254416.45312136,0.0
,,vl|9,,,0.0,811439941.1193001,0.0
,,nan,,,0.0,0.0,0.0
